Project_ID,Project_Status,Project_Name,Street_Number ,Street_Name,Street_Type,Zip_Code,Planning_Address,APN(s),Supervisor_District,Planning_Neighborhood,City_Analysis_Neighborhood,Lead_Agency,Program_Area,Project_Area,Project_Type,Housing_Tenure,Issuance_of_Notice_to_Proceed,Issuance_of_Building_Permit,Issuance_of_First_Construction_Document,Estimated/Actual_Construction_Start_Date,Estimated_Construction_Completion,Project_Lead_Sponsor,Project_Co-Sponsor,Project_Owner,DBI_Permit_Number,Planning_Case_Number,Property_Informaiton_Map_Link,Planning_Entitlements,Entitlement_Approval,Section_415_Declaration,Recording_Number,Recording_Date,Project_Units,Affordable_Units,Market_Rate_Units,%_Affordable,SRO_Units,Studio_Units,1bd_Units,2bd_Units,3bd_Units,4bd_Units,5+_bd_Units,Mobility_Units,Manager_Units,Manager_Unit(s)_Type,Family_Units,Senior_Units,TAY_Units,Homeless_Units,Disabled_Units,20%_AMI,30%_AMI,50%_AMI,55%_AMI,60%_AMI,80%_AMI,90%_AMI,100%_AMI,120%_AMI,150%_AMI,Latitude,Longitude,Location
2015-019,(4) Site Work Permit Issued,1000 Mississippi ,1000,Mississippi,St,94107,"1004 MISSISSIPPI ST, SAN FRANCISCO, CA 94107",4224015,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Ownership,,4/22/16,,5/12/20 0:00,5/12/22,"Heights Properties, LLP",,,"200705010141, 200806053784",2014.1019,http://propertymap.sfplanning.org/?search=2014.1019,"2006.0810,2006.0810C,2006.0810E,2006.0810K,2014.1019C",5/14/15,On-site BMR Project ,2015-K072964,6/9/15,28,3,25,11%,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.75353119,-122.3942313,"(37.753531191552, -122.394231279786)"
2015-020,(3) Design with Entitlements Approved,San Francisco Overlook,599,Crestmont,St,94131,599 CRESTMONT DR 94131,2636025,7,Inner Sunset,Inner Sunset,MOHCD,Inclusionary,,New Construction,Unknown,,,,5/12/20 0:00,5/12/22,"San Francisco Overlook, LLC",,,,2004.0093,http://propertymap.sfplanning.org/?search=2004.0093,"2004.0093C,2004.0093CUA-02,2004.0093E,2004.0093E_3,2004.0093E_5,2004.0093V",5/14/15,Fee Payment ,2013-J640231,4/19/13,29,0,29,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.75841215,-122.4609232,"(37.7584121511014, -122.460923159592)"
2015-021,(5) First Construction Document Issued,600 S. Van Ness,600,South Van Ness ,Ave,94110,"600 SOUTH VAN NESS AV, SAN FRANCISCO, CA",3575070,9,Mission,Mission,MOHCD,Inclusionary,,New Construction,Ownership,,11/2/15,3/28/16,3/28/16 0:00,9/19/17,600 SVN LLC,,,"201401136108, 201406168536",2013.0614,http://propertymap.sfplanning.org/?search=2013.0614,"2013.0614E,2013.0614U,2013.0614X",5/21/15,On-site BMR Project ,2016-K329598,9/15/16,27,4,23,15%,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37.76331815,-122.4176169,"(37.7633181456265, -122.417616929338)"
2015-022,(3) Design with Entitlements Approved,901 Tennessee,901,Tennessee,St,94107,"901 TENNESSEE ST, SAN FRANCISCO, CA 94107",4108017,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Ownership,,,,5/19/20 0:00,5/19/22,Mindful Investments LP,,,"201604285990, 201606139794",2013.0321,http://propertymap.sfplanning.org/?search=2013.0321,"2013.0321A,2013.0321CND,2013.0321E,2013.0321U,2013.0321X",5/21/15,On-site BMR Project ,2015-K090561,7/15/15,44,6,38,14%,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,37.76022721,-122.3891538,"(37.7602272096874, -122.389153807764)"
2015-024,(5) First Construction Document Issued,"HPSY, Block 56/57",11,Innes,Ct,94124,Not Applicable,"4591C071, 4591C072, 4591C073, 4591C076, 4591C077, 4591C078, 4591C079, 4591C080, 4591C081, 4591C082, 4591C089, 4591C090, 4591C091, 4591C092",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,,New Construction,Ownership,,4/14/14,12/7/16,12/7/16 0:00,3/31/17,,,,,Not Applicable,,,,,,,132,15,117,11%,0,0,6,8,1,0,0,0,0,,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,37.72761013,-122.3676088,"(37.7276101283253, -122.367608760415)"
2015-025,(5) First Construction Document Issued,,750,Harrison,St,94107,"750 HARRISON ST, SAN FRANCISCO, CA 94107",3751029,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Rental,,8/19/16,10/31/16,10/31/16 0:00,4/24/18,"SST Investments, LLC",,,"201602230301, 201605177631",2013.0485,http://propertymap.sfplanning.org/?search=2013.0485,"2013.0485CND,2013.0485E,2013.0485ENX,2013.0485U,2013.0485X_OLD,2014-003146SHD",6/4/15,On-site BMR Project ,2016-K239909,5/3/16,79,9,70,11%,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,37.78187325,-122.3987846,"(37.7818732546749, -122.398784639637)"
2015-027,(3) Design with Entitlements Approved,1700 Market ,1700,Market,St,94102,"1700 MARKET ST, SAN FRANCISCO, CA",855016,5,Western Addition,Hayes Valley,MOHCD,Inclusionary,,New Construction,Ownership ,,,,6/16/20 0:00,6/16/22,1700 Market Street LLC,,,,2013.1179,http://propertymap.sfplanning.org/?search=2013.1179,"2013.1179C,2013.1179E,2013.1179U,2013.1179VAR",6/18/15,On-site BMR Project ,2016-K187329,1/13/16,42,5,37,12%,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,37.77295341,-122.4224471,"(37.7729534146893, -122.422447141875)"
2015-028,(4) Site Work Permit Issued,1546-1564 Market  & 55 Oak,1546-1564,Market,St,94102,"1550 MARKET ST, SAN FRANCISCO, CA 94102",836006,5,Downtown/Civic Center,Hayes Valley,MOHCD,Inclusionary,,New Construction,Ownership,,11/2/16,,6/23/20 0:00,6/23/22,TUP Market LLC/Trumark Urban,,,,2012.0877,http://propertymap.sfplanning.org/?search=2012.0877,"2012.0877CUA,2012.0877CUA-02,2012.0877E,2012.0877E_3,2012.0877E_5,2012.0877U,2012.0877VAR,2012.0877X,2012.0877X_3",6/25/15,On-site BMR Project ,2015-K151993,11/2/15,109,13,96,12%,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,37.77496521,-122.4201769,"(37.7749652134653, -122.420176872776)"
2015-029,(6) Complete,236-238 Shipley ,236-238,Shipley,St,94107,"0 SHIPLEY ST, SAN FRANCISCO, CA 94107",3753314,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Ownership,,,8/18/15,8/18/15 0:00,2/8/17,"V Shipley, LLC",,,2.01407E+11,2014.0428,http://propertymap.sfplanning.org/?search=2014.0428,2014.0428U,6/25/15,On-site BMR Project ,2015-K052928,4/27/15,15,2,13,13%,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,37.77922783,-122.4038575,"(37.779227832503, -122.403857483539)"
2015-030,(2) Predevelopment Feasibility,Hunters View Block 8 - Habitat,,Address not yet assigned,,94124,Planning address not yet assigned,4624053,10,Bayview,Bayview Hunters Point,MOHCD,HOPE SF,,New Construction,Ownership,,,,,,Habitat for Humanity of Greater Bay Area,,Entity to be formed,,Not Yet Available,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7358401,-122.3804178,"(37.7358400988798, -122.380417803017)"
2015-033,(2) Predevelopment Feasibility,Sunnydale - 6A,,Address not yet assigned,,94134,Planning address not yet assigned,Not yet available,10,Visitacion Valley,Visitacion Valley,MOHCD,HOPE SF,,New Construction,Rental,12/1/18,,,12/1/18 0:00,6/1/20,Mercy Housing California,Related California,Entity to be formed,,Not Yet Available,,,,,,,83,82,1,99%,0,0,8,51,23,0,0,0,1,,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,37.7110916,-122.4173762,"(37.711091598025, -122.417376168266)"
2015-034,(2) Predevelopment Feasibility,Sunnydale - 6B,,Address not yet assigned,,94134,Planning address not yet assigned,Not yet available,10,Visitacion Valley,Visitacion Valley,MOHCD,HOPE SF,,New Construction,Rental,12/1/18,,,12/1/18 0:00,6/1/20,Mercy Housing California,Related California,Entity to be formed,,Not Yet Available,,,,,,,86,85,1,99%,0,0,8,49,28,0,0,0,1,,85,0,0,0,0,0,0,85,0,0,0,0,0,0,0,37.71053743,-122.417624,"(37.7105374296713, -122.417623960452)"
2015-035,(3) Design with Entitlements Approved,75 Howard ,75,Howard,St,94105,"75 HOWARD ST, SAN FRANCISCO, CA 94105",3741031,6,Financial District,Financial District/South Beach,MOHCD,Inclusionary,,New Construction,Unknown,,,,9/1/20 0:00,9/1/22,RDF 75 Howard LP,,,"201406239136, 201604013681",2011.1122,http://propertymap.sfplanning.org/?search=2011.1122,"2011.1122CND,2011.1122CUA,2011.1122E,2011.1122E_3,2011.1122K,2011.1122PPA,2011.1122R,2011.1122U,2011.1122V,2011.1122X,2011.1122Z",9/3/15,Fee Payment ,,,133,0,133,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.79107115,-122.3911444,"(37.7910711478242, -122.391144416942)"
2015-036,(3) Design with Entitlements Approved,"925 Mission - ""N-1 Site""",110,5th,St,94103,925 MISSION ST 94103,3725005,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Ownership,,,,9/15/20 0:00,9/15/22,,,,,2011.0409,http://propertymap.sfplanning.org/?search=2011.0409,"2011.0409APL,2011.0409APL-02,2011.0409APL-03,2011.0409B,2011.0409CND,2011.0409CUA,2011.0409CUA-02,2011.0409CUA-03,2011.0409CUA-04,2011.0409CUA-05,2011.0409DVA,2011.0409E,2011.0409E_3,2011.0409K,2011.0409MAP,2011.0409OFA-02,2011.0409PCA,2011.0409PPA,2011.",9/17/15,Fee Payment ,,,400,0,400,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.78173087,-122.4063091,"(37.7817308668418, -122.406309112611)"
2015-037,(3) Design with Entitlements Approved,"925 Mission - ""M-2 Site""",939 941 949,Mission,St,94103,925 MISSION ST 94103,3725005,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Rental,,,,9/15/20 0:00,9/15/22,"5M Project, LLC",,,,2011.0409,http://propertymap.sfplanning.org/?search=2011.0409,"2011.0409APL,2011.0409APL-02,2011.0409APL-03,2011.0409B,2011.0409CND,2011.0409CUA,2011.0409CUA-02,2011.0409CUA-03,2011.0409CUA-04,2011.0409CUA-05,2011.0409DVA,2011.0409E,2011.0409E_3,2011.0409K,2011.0409MAP,2011.0409OFA-02,2011.0409PCA,2011.0409PPA,2011.",9/17/15,On-site BMR Project ,,,288,58,230,20%,0,0,0,0,0,0,0,0,0,,58,0,0,0,0,0,0,0,0,0,0,58,0,0,0,37.78173087,-122.4063091,"(37.7817308668418, -122.406309112611)"
2015-038,(3) Design with Entitlements Approved,525 Harrison,525,Harrison,St,94105,"525 HARRISON ST, SAN FRANCISCO, CA 94105",3764063,6,South of Market,Financial District/South Beach,MOHCD,Inclusionary,,New Construction,Rental ,,,,9/22/20 0:00,9/22/22,Hines Interests Ltd.,,,,2013.0159,http://propertymap.sfplanning.org/?search=2013.0159,"2013.0159E,2013.0159T,2013.0159U,2013.0159X,2013.0159Z",9/24/15,On-site BMR Project ,,,205,25,180,12%,0,0,0,0,0,0,0,0,0,,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,37.78536721,-122.3933593,"(37.7853672053076, -122.393359322869)"
2015-039,(5) First Construction Document Issued,1198 Valencia,1198,Valencia,St,94110,"1198 VALENCIA ST, SAN FRANCISCO, CA 94110",3635014,8,Mission,Mission,MOHCD,Inclusionary,,New Construction,Ownership,,6/10/16,9/23/16,9/23/16 0:00,3/17/18,"Valencia Street Partners, LLC",,,,2012.0865,http://propertymap.sfplanning.org/?search=2012.0865,"2012.0865C,2012.0865E,2012.0865K,2012.0865U,2012.0865VAR",10/1/15,On-site BMR Project ,2016-K194624,1/27/16,49,6,43,12%,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,37.75393177,-122.4211835,"(37.7539317705293, -122.421183514104)"
2015-040,(6) Complete,642-646 Guerrero,642-646,Guerrero,St,94110,Not Applicable,3587078,8,Mission,Mission,MOHCD,Small Sites,,Rehabilitation,Rental,6/1/16,,,6/1/16 0:00,12/8/16,Mission Economic Development Agency,,"MEDA Small Properties, LLC",,Not Applicable,,,,,DOC-2016-K193495-00,1/22/16,4,4,0,100%,0,0,3,1,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37.76079488,-122.4240372,"(37.7607948825412, -122.424037150046)"
2015-041,(2) Predevelopment Feasibility,Knox SRO,241,6th ,St,94103,Not Applicable,3732078,6,South of Market,South of Market,MOHCD,Bonds Only,,Rehabilitation,Rental,6/1/17,,,6/1/17 0:00,11/12/18,Tenants and Owners Development Corporation,,Knox Partners Limited Partnership,,Not Applicable,,,,,,,140,138,2,99%,138,0,0,0,0,0,0,0,2,SRO,138,0,0,0,0,0,0,138,0,0,0,0,0,0,0,37.77937473,-122.4062584,"(37.779374728019, -122.406258356001)"
2015-042,(2) Predevelopment Feasibility,"HPSY, Block 55 (Inclusionary)",151,Friedell,St,94124,Not Applicable,"4591C011,4591C012, 4591C013, 4591C014, 4591C015, 4591C016, 4591C017, 4591C018, 4591C019, 4591C020, 4591C022, 4591C023, 4591C024, 4591C025, 4591C026, 4591C027, 4591C028, 4591C029, 4591C030, 4591C031, 4591C032, 4591C034, 4591C035, 4591C036, 4591C037, 4591C038, 4591C039, 4591C132, 4591C133, 4591C134, 4591C135, 4591C136, 4591C137, 4591C138, 4591C139, 4591C140, 4591C141, 4591C142, 4591C144, 4591C145, 4591C146, 4591C147, 4591C148, 4591C149, 4591C150, 4591C151, 4591C152, 4591C153, 4591C154, 4591C155, 4591C156, 4591C157, 4591C158, 4591C159, 4591C160, 4591C161, 4591C163, 4591C164, 4591C166, 4591C167, 4591C168, 4591C169, 4591C170, 4591C171, 4591C172",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,,New Construction,Ownership,3/1/18,,,3/1/18 0:00,12/1/18,,,,,Not Applicable,,,,,,,66,3,63,5%,0,0,0,1,2,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,37.72774964,-122.3694627,"(37.7277496433497, -122.369462651396)"
2015-043,(3) Design with Entitlements Approved,1532 Harrison,1532,Harrison,St,94103,"1532 HARRISON ST, SAN FRANCISCO, CA 94103",3521056,6,South of Market,Mission,MOHCD,Inclusionary,,New Construction,Rental,,,,10/6/20 0:00,10/6/22,"Joe Peters; Build, Inc.",,,2.01607E+11,2013.139,http://propertymap.sfplanning.org/?search=2013.1390,"2013.1390CUA,2013.1390CUA_2,2013.1390E,2013.1390IKA,2013.1390PPA,2013.1390U",10/8/15,On-site BMR Project ,,,136,22,114,16%,0,0,0,0,0,0,0,0,0,,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,37.7704839,-122.4133163,"(37.7704838963092, -122.413316347323)"
2015-044,(4) Site Work Permit Issued,1463 Lombard,1463,Lombard,St,94123,"0 V, SAN FRANCISCO, CA",503020,2,Marina,Marina,MOHCD,Inclusionary,,New Construction,Ownership,,7/25/16,,10/6/20 0:00,10/6/22,1463-65 Lombard LLC,,,"201404223881, 201509288182",2013.1022,http://propertymap.sfplanning.org/?search=2013.1022,"2013.1022C,2013.1022E,2013.1022PPA,2013.1022U",10/8/15,On-site BMR Project ,2016-K220833,3/23/16,14,3,11,21%,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.80089147,-122.4255467,"(37.8008914699253, -122.425546670965)"
2015-045,(3) Design with Entitlements Approved,363 6th,363,6th,St,94107,"363 06TH ST, SAN FRANCISCO, CA 94103",3753079,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Rental ,,,,10/13/20 0:00,10/13/22,Boris Fadeer/ Clara/6th LLC,,,,2011.0586,http://propertymap.sfplanning.org/?search=2011.0586,"2011.0586CND,2011.0586E,2011.0586IKA,2011.0586K,2011.0586PPA,2011.0586U,2011.0586X",10/15/15,On-site BMR Project ,2016-K220061,3/21/16,104,12,92,12%,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,37.77804876,-122.4044467,"(37.7780487563108, -122.404446691228)"
2015-046,(5) First Construction Document Issued,1075 Market,1075,Market,St,94103,"1075 MARKET ST, SAN FRANCISCO, CA 94103",3703062,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Ownership,,8/15/16,11/3/16,11/3/16 0:00,4/27/18,Encore Market St LLC,,,2.01603E+11,2013.169,http://propertymap.sfplanning.org/?search=2013.1690,"2013.1690CND,2013.1690CUA,2013.1690E,2013.1690PPA,2013.1690U,2013.1690X",10/22/15,On-site BMR Project ,2016-K281102,6/29/16,90,11,79,12%,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,37.78064421,-122.4116152,"(37.7806442143788, -122.41161520228)"
2015-047,(2) Predevelopment Feasibility,Sunnydale - Parcel Q,1477-1497,Sunnydale,Ave,94134,Planning address not yet assigned,"6356061, 6356062, 6356063, 6356064, 6356065, 6356066, 6356068",10,Visitacion Valley,Visitacion Valley,MOHCD,HOPE SF,,New Construction,Rental,12/1/17,,,12/1/17 0:00,12/1/19,Related California,Mercy Housing California,"Sunnydale Parcel Q Housing Partners, LP",,Not Yet Available,,,,,,,60,59,1,98%,0,0,6,38,15,0,0,0,1,,59,0,0,0,0,0,0,59,0,0,0,0,0,0,0,37.71153602,-122.4158148,"(37.7115360154666, -122.415814802877)"
2015-048,(2) Predevelopment Feasibility,"Block 48, Phase 1A, Block N1",878,La Salle,Ave,94124,Not Applicable,"4591D014, 4591D015, 4591D016, 4591D017, 4591D018, 4591D019",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,,New Construction,Ownership,8/1/17,,,8/1/17 0:00,1/1/19,Lennar,,,,Not Applicable,,,,,,,18,2,16,11%,0,0,1,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,37.72845652,-122.3756416,"(37.7284565227284, -122.375641572043)"
2015-049,(2) Predevelopment Feasibility,"Block 48, Phase 1A, Block N2",868,La Salle,Ave,94124,Not Applicable,"4591D009, 4591D010, 4591D011, 4591D012",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,,New Construction,Ownership,8/1/17,,,8/1/17 0:00,1/1/19,Lennar,,,,Not Applicable,,,,,,,8,1,7,13%,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.72837381,-122.3750348,"(37.7283738139281, -122.37503475917)"
2015-051,(5) First Construction Document Issued,568-570 Natoma ,568-570,Natoma,St,94103,Not Applicable,3726074,6,South of Market,South of Market,MOHCD,Small Sites,,Rehabilitation,Rental,8/1/16,,,8/1/16 0:00,8/1/17,San Francisco Community Land Trust,,San Francisco Community Land Trust,,Not Applicable,,,,,DOC-2016-K224780-00,4/1/16,5,5,0,100%,0,0,5,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,37.77906238,-122.4093845,"(37.7790623820198, -122.40938451475)"
2015-052,(2) Predevelopment Feasibility,Dorothy Day Community,54,McAllister,St,94102,Not Applicable,349014,6,Downtown/Civic Center,Tenderloin,MOHCD,Bonds Only,,Rehabilitation,Rental,1/1/18,,,1/1/18 0:00,12/1/18,Mercy Housing California,,"Dorothy Day Community, LP",,Not Applicable,,,,,,,100,100,0,100%,0,26,74,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,37.78128943,-122.4131731,"(37.7812894309376, -122.413173134307)"
2015-053,(3) Design with Entitlements Approved,1395 22nd,1395,22nd,St,94110,"790 PENNSYLVANIA AV, SAN FRANCISCO, CA 94107",4167011,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Unknown,,,,12/1/20 0:00,12/1/22,"RMTEX22, LLC",,,,2011.0671,http://propertymap.sfplanning.org/?search=2011.0671,"2011.0671E,2011.0671IKA,2011.0671PPA,2011.0671U,2011.0671X",12/3/15,Fee Payment ,2016-K313125,8/24/16,250,0,250,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.75683558,-122.3945391,"(37.7568355788605, -122.394539073145)"
2015-054,(5) First Construction Document Issued,240 Pacific,240,Pacific,Ave,94111,"240 PACIFIC AV, SAN FRANCISCO, CA 94112",166003,3,Financial District,Financial District/South Beach,MOHCD,Inclusionary,,New Construction,Unknown,,7/13/16,11/10/16,11/10/16 0:00,5/4/18,Steve O'Connell,,,2.01508E+11,2013.1757,http://propertymap.sfplanning.org/?search=2013.1757,"2013.1757C,2013.1757CND,2013.1757E,2013.1757LLA,2013.1757PPA,2013.1757U,2013.1757V",12/10/15,Fee Payment ,2016-K212639,3/8/16,33,0,33,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.79791034,-122.4005241,"(37.7979103373814, -122.400524073573)"
2015-055,(3) Design with Entitlements Approved,475 Minna,475,Minna,St,94103,"475 MINNA ST, SAN FRANCISCO, CA 94103",3725068,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Ownership,,,,12/8/20 0:00,12/8/22,John Jensen,,,,2014.1442,http://propertymap.sfplanning.org/?search=2014.1442,"2014.1442DNX,2014.1442ENV,2014.1442U",12/10/15,On-site BMR Project ,2016-K209505,3/1/16,15,3,12,20%,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.78092255,-122.407392,"(37.7809225486537, -122.407391964313)"
2015-056,(4) Site Work Permit Issued,1598 Bay,1598,Bay,St,94123,1598 BAY ST 94123,459007,2,Marina,Marina,MOHCD,Inclusionary,,New Construction,Unknown,,10/21/16,,12/15/20 0:00,12/15/22,Mark Conroe,,,2.01512E+11,2014-003157PRJ,http://propertymap.sfplanning.org/?search=2014-003157PRJ,"2014-003157CND,2014-003157CUA,2014-003157ENV,2014-003157PPA,2014-003157VAR",12/17/15,Fee Payment ,2016-K220014,3/21/16,28,0,28,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.80337067,-122.4330516,"(37.8033706708553, -122.433051605582)"
2016-107,(1) Preliminary Phase,Parcel B (HP02/HP03),,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,,New Construction,Ownership,,,,,,,,,,Not Applicable,,,,,,,1420,149,1271,10%,0,0,0,0,0,0,0,0,0,,149,0,0,0,0,0,0,0,0,0,0,0,149,0,0,37.73082957,-122.3660212,"(37.7308295666103, -122.366021172305)"
2016-001,(2) Predevelopment Feasibility,111 Jones,111,Jones,St,94102,Not Applicable,344002,6,Downtown/Civic Center,Tenderloin,MOHCD,Bonds Only,,Rehabilitation,Rental,5/1/17,,,5/1/17 0:00,7/2/18,Mercy Housing California,,111 Jones Associates,,Not Applicable,,,,,DOC-2016-K196177-00,1/29/16,109,108,1,99%,0,8,64,16,20,0,0,0,1,,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0,37.78230812,-122.4126319,"(37.7823081162433, -122.412631917315)"
2016-002,(2) Predevelopment Feasibility,"HPSY II-CP, Block 10A",,Address not yet assigned,,94124,Not Applicable,Not Yet Available,10,Bayview,Bayview Hunters Point,OCII,Multifamily,Candlestick Point,New Construction,Rental,12/1/17,,,12/1/17 0:00,6/1/19,Tenderloin Neighborhood Development Corporation,Young Community Developers,"Candlestick 10a Associates, LP",,Not Applicable,,,,,,,140,139,1,99%,0,0,20,57,58,3,1,14,1,3bd,104,0,0,35,0,0,35,0,0,104,0,0,0,0,0,37.71485911,-122.3846434,"(37.7148591129165, -122.384643377502)"
2016-003,(2) Predevelopment Feasibility,"HPSY II-CP, Block 11A",,Address not yet assigned,,94124,Not Applicable,Not Yet Available,10,Bayview,Bayview Hunters Point,OCII,Multifamily,Candlestick Point,New Construction,Rental,12/1/17,,,12/1/17 0:00,6/1/19,San Francisco Housing Development Corporation,Mercy Housing California,Developer selection in process,,Not Applicable,,,,,,,150,149,1,99%,0,0,0,0,0,0,0,0,1,,111,0,0,38,0,0,0,0,0,149,0,0,0,0,0,37.71119086,-122.3854628,"(37.7111908639142, -122.38546280723)"
2016-004,(2) Predevelopment Feasibility,344-348 Precita Ave,344-348,Precita,Ave,94110,Not Applicable,5524001,9,Bernal Heights,Bernal Heights,MOHCD,Small Sites,,Rehabilitation,Rental,4/15/17,,,4/15/17 0:00,8/15/17,Mission Economic Development Agency,,"MEDA Small Properties, LLC",,Not Applicable,,,,,,,3,3,0,100%,0,1,1,1,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37.74664968,-122.4126876,"(37.7466496761003, -122.412687553574)"
2016-005,(2) Predevelopment Feasibility,"Block 48, Phase 1A, Block P",966,Oakdale,Ave,94124,Not Applicable,"4591D071, 4591D072, 4591D073, 4591D074",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,,New Construction,Ownership,8/1/17,,,8/1/17 0:00,1/1/19,Lennar,,,,Not Applicable,,,,,,,10,1,9,10%,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.72796948,-122.3752434,"(37.7279694808837, -122.375243373132)"
2016-006,(3) Design with Entitlements Approved,950 Gough,950,Gough,St,94102,"950 GOUGH ST, SAN FRANCISCO, CA 94102",744010,5,Downtown/Civic Center,Western Addition,MOHCD,Inclusionary,,New Construction,Ownership,,,,1/5/21 0:00,1/5/23,"Maracor Development, Inc.",,,2.0151E+11,2012.0506,http://propertymap.sfplanning.org/?search=2012.0506,"2012.0506C,2012.0506E,2012.0506GEN,2012.0506K,2012.0506U,2012.0506VAR",1/7/16,On-site BMR Project ,,,95,11,84,12%,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,37.78224111,-122.4236991,"(37.7822411120108, -122.423699081665)"
2016-007,(3) Design with Entitlements Approved,2177 3rd  (aka 590 19th),2177,3rd,St,94107,"700 ILLINOIS ST, SAN FRANCISCO, CA 94107",4045003,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Ownership,,,,1/12/21 0:00,1/12/23,"M. Gaehwiler Construction, Inc.",,,"201306210213, 201602250567, 201603101755",2013.0784,http://propertymap.sfplanning.org/?search=2013.0784,"2013.0784CND,2013.0784E,2013.0784K,2013.0784U,2013.0784X",1/14/16,On-site BMR Project ,,,109,17,92,16%,0,0,0,0,0,0,0,0,0,,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,37.76223553,-122.388291,"(37.7622355304245, -122.388291038816)"
2016-008,(2) Predevelopment Feasibility,St Francis of Assisi,145,Guerrero,St,94103,Not Applicable,3533037,8,Mission,Mission,MOHCD,Bonds Only,,Rehabilitation,Rental,10/1/16,,,10/1/16 0:00,12/31/17,Mercy Housing California,,"Mercy Housing 69, LP",,Not Applicable,,,,,,,110,109,1,99%,0,0,0,0,0,0,0,0,1,,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76892246,-122.4238741,"(37.7689224559807, -122.423874060008)"
